OML UID,Entity / Source,Survey Type,Status,Assignee,Supplier UID,Neighborhood,Zone,Lat,Long,Surveyed by,Survey Date
LRC2579,Lebanese Red Cross,MSNA,Unknown,,6vP8X,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/12/2020
LRC2580,Lebanese Red Cross,MSNA,Unknown,,ySt2H,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/11/2020
LRC2581,Lebanese Red Cross,MSNA,Unknown,,dc0sB,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/11/2020
LRC2582,Lebanese Red Cross,MSNA,Unknown,,HRx4P,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/11/2020
LRC2583,Lebanese Red Cross,MSNA,Unknown,,eXn1n,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/11/2020
LRC2584,Lebanese Red Cross,MSNA,Unknown,,ko2R/,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/11/2020
LRC2585,Lebanese Red Cross,MSNA,Unknown,,dUJ0q,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/11/2020
LRC2586,Lebanese Red Cross,MSNA,Unknown,,u1Pg0,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/11/2020
LRC2587,Lebanese Red Cross,MSNA,Unknown,,5g52Z,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/11/2020
LRC2588,Lebanese Red Cross,MSNA,Unknown,,pvoTA,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/11/2020
LRC2589,Lebanese Red Cross,MSNA,Unknown,,D52m4,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/11/2020
LRC2590,Lebanese Red Cross,MSNA,Unknown,,3rStE,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/11/2020
LRC2591,Lebanese Red Cross,MSNA,Unknown,,/3O3v,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/11/2020
LRC2592,Lebanese Red Cross,MSNA,Unknown,,oMr8S,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/11/2020
LRC2593,Lebanese Red Cross,MSNA,Unknown,,3FD84,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/11/2020
LRC2594,Lebanese Red Cross,MSNA,Unknown,,3YsRF,Rmeil foncière,34,33.89278319,35.53024151,Acted,8/11/2020
LRC2595,Lebanese Red Cross,MSNA,Unknown,,5//cv,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2596,Lebanese Red Cross,MSNA,Unknown,,LxkD5,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2597,Lebanese Red Cross,MSNA,Unknown,,NiS5t,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2598,Lebanese Red Cross,MSNA,Unknown,,1dOsx,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2599,Lebanese Red Cross,MSNA,Unknown,,wYUih,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2600,Lebanese Red Cross,MSNA,Unknown,,ERxBc,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2601,Lebanese Red Cross,MSNA,Unknown,,bLkGj,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2602,Lebanese Red Cross,MSNA,Unknown,,mqcVo,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2603,Lebanese Red Cross,MSNA,Unknown,,PUw3u,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2604,Lebanese Red Cross,MSNA,Unknown,,CSzY5,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2605,Lebanese Red Cross,MSNA,Unknown,,+k7uQ,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2606,Lebanese Red Cross,MSNA,Unknown,,yG2rf,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2607,Lebanese Red Cross,MSNA,Unknown,,vnrgi,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2608,Lebanese Red Cross,MSNA,Unknown,,e2tM/,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2609,Lebanese Red Cross,MSNA,Unknown,,rTIp6,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2610,Lebanese Red Cross,MSNA,Unknown,,9negA,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2611,Lebanese Red Cross,MSNA,Unknown,,MnMz4,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/10/2020
LRC2612,Lebanese Red Cross,MSNA,Unknown,,YXo94,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/9/2020
LRC2613,Lebanese Red Cross,MSNA,Unknown,,NdDIR,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/9/2020
LRC2614,Lebanese Red Cross,MSNA,Unknown,,y4zfG,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/9/2020
LRC2615,Lebanese Red Cross,MSNA,Unknown,,4Ytef,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/9/2020
LRC2616,Lebanese Red Cross,MSNA,Unknown,,XlrH7,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/9/2020
LRC2617,Lebanese Red Cross,MSNA,Unknown,,LnzQP,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/9/2020
LRC2618,Lebanese Red Cross,MSNA,Unknown,,0IeJY,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/9/2020
LRC2619,Lebanese Red Cross,MSNA,Unknown,,RpkQc,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/9/2020
LRC2620,Lebanese Red Cross,MSNA,Unknown,,WOc4h,Rmeil foncière,34,33.89278319,35.53024151,,8/9/2020
LRC2621,Lebanese Red Cross,MSNA,Unknown,,w7i6Z,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/9/2020
LRC2622,Lebanese Red Cross,MSNA,Unknown,,3e25L,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/9/2020
LRC2623,Lebanese Red Cross,MSNA,Unknown,,Wcviq,Rmeil foncière,34,33.89278319,35.53024151,,8/8/2020
LRC2624,Lebanese Red Cross,MSNA,Unknown,,XMzh+,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2625,Lebanese Red Cross,MSNA,Unknown,,uMVqX,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2626,Lebanese Red Cross,MSNA,Unknown,,geB3N,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2627,Lebanese Red Cross,MSNA,Unknown,,u8ZZu,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2628,Lebanese Red Cross,MSNA,Unknown,,Dahe9,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2629,Lebanese Red Cross,MSNA,Unknown,,1EdhX,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2630,Lebanese Red Cross,MSNA,Unknown,,o4fYb,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2631,Lebanese Red Cross,MSNA,Unknown,,eDfum,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2632,Lebanese Red Cross,MSNA,Unknown,,f9NKD,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2633,Lebanese Red Cross,MSNA,Unknown,,qLa5B,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2634,Lebanese Red Cross,MSNA,Unknown,,PcL+a,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2635,Lebanese Red Cross,MSNA,Unknown,,s8heA,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2636,Lebanese Red Cross,MSNA,Unknown,,urIvs,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2637,Lebanese Red Cross,MSNA,Unknown,,FSVod,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2638,Lebanese Red Cross,MSNA,Unknown,,6aXns,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2639,Lebanese Red Cross,MSNA,Unknown,,VoCg/,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2640,Lebanese Red Cross,MSNA,Unknown,,7V7Ir,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2641,Lebanese Red Cross,MSNA,Unknown,,U99KL,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2642,Lebanese Red Cross,MSNA,Unknown,,zvXQG,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2643,Lebanese Red Cross,MSNA,Unknown,,RONyN,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2644,Lebanese Red Cross,MSNA,Unknown,,uudO9,Rmeil foncière,34,33.89278319,35.53024151,,8/8/2020
LRC2645,Lebanese Red Cross,MSNA,Unknown,,H+HLf,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2646,Lebanese Red Cross,MSNA,Unknown,,vNjE0,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2647,Lebanese Red Cross,MSNA,Unknown,,ZzNc9,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2648,Lebanese Red Cross,MSNA,Unknown,,RXIT6,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2649,Lebanese Red Cross,MSNA,Unknown,,4FpCE,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2650,Lebanese Red Cross,MSNA,Unknown,,1PAbB,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2651,Lebanese Red Cross,MSNA,Unknown,,qrqei,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2652,Lebanese Red Cross,MSNA,Unknown,,K/cxp,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2653,Lebanese Red Cross,MSNA,Unknown,,WfZ38,Rmeil foncière,34,33.89278319,35.53024151,,8/8/2020
LRC2654,Lebanese Red Cross,MSNA,Unknown,,PwQro,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/8/2020
LRC2655,Lebanese Red Cross,MSNA,Unknown,,4WDOq,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2656,Lebanese Red Cross,MSNA,Unknown,,Zj7sG,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2657,Lebanese Red Cross,MSNA,Unknown,,hNm0W,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2658,Lebanese Red Cross,MSNA,Unknown,,y+1dS,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2659,Lebanese Red Cross,MSNA,Unknown,,gbX8l,Rmeil foncière,34,33.89278319,35.53024151,,8/7/2020
LRC2660,Lebanese Red Cross,MSNA,Unknown,,VTi6I,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2661,Lebanese Red Cross,MSNA,Unknown,,PukEO,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2662,Lebanese Red Cross,MSNA,Unknown,,17jKl,Rmeil foncière,34,33.89278319,35.53024151,,8/7/2020
LRC2663,Lebanese Red Cross,MSNA,Unknown,,/jPuM,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2664,Lebanese Red Cross,MSNA,Unknown,,aoPE1,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2665,Lebanese Red Cross,MSNA,Unknown,,iDAkT,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2666,Lebanese Red Cross,MSNA,Unknown,,nono6,Rmeil foncière,34,33.89278319,35.53024151,,8/7/2020
LRC2667,Lebanese Red Cross,MSNA,Unknown,,V4gQi,Rmeil foncière,34,33.89278319,35.53024151,,8/7/2020
LRC2668,Lebanese Red Cross,MSNA,Unknown,,VSijS,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2669,Lebanese Red Cross,MSNA,Unknown,,Fx+W7,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2670,Lebanese Red Cross,MSNA,Unknown,,4+ILB,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2671,Lebanese Red Cross,MSNA,Unknown,,cdG0q,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2672,Lebanese Red Cross,MSNA,Unknown,,P1xN3,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2673,Lebanese Red Cross,MSNA,Unknown,,1109M,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2674,Lebanese Red Cross,MSNA,Unknown,,Qsd/d,Rmeil foncière,34,33.89278319,35.53024151,LRC,8/7/2020
LRC2675,Lebanese Red Cross,MSNA,Unknown,,iFtqN,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/30/2020
LRC2676,Lebanese Red Cross,MSNA,Unknown,,mpxg7,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/24/2020
LRC2677,Lebanese Red Cross,MSNA,Unknown,,NdZi8,Rmeil foncière,35,33.89397436,35.53118425,,8/24/2020
LRC2678,Lebanese Red Cross,MSNA,Unknown,,FDKLl,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/24/2020
LRC2679,Lebanese Red Cross,MSNA,Unknown,,lPyTK,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/24/2020
LRC2680,Lebanese Red Cross,MSNA,Unknown,,mjYN2,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/24/2020
LRC2681,Lebanese Red Cross,MSNA,Unknown,,VTnIL,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/23/2020
LRC2682,Lebanese Red Cross,MSNA,Unknown,,DmIkh,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/22/2020
LRC2683,Lebanese Red Cross,MSNA,Unknown,,eEMni,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/21/2020
LRC2684,Lebanese Red Cross,MSNA,Unknown,,8cSo+,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/21/2020
LRC2685,Lebanese Red Cross,MSNA,Unknown,,GpMOK,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/21/2020
LRC2686,Lebanese Red Cross,MSNA,Unknown,,JiALE,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/21/2020
LRC2687,Lebanese Red Cross,MSNA,Unknown,,mJOb1,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/21/2020
LRC2688,Lebanese Red Cross,MSNA,Unknown,,Wkv7y,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/21/2020
LRC2689,Lebanese Red Cross,MSNA,Unknown,,wMaPi,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/21/2020
LRC2690,Lebanese Red Cross,MSNA,Unknown,,X1wj2,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/21/2020
LRC2691,Lebanese Red Cross,MSNA,Unknown,,zU9KQ,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/21/2020
LRC2692,Lebanese Red Cross,MSNA,Unknown,,AQNtM,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/21/2020
LRC2693,Lebanese Red Cross,MSNA,Unknown,,n36u5,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/21/2020
LRC2694,Lebanese Red Cross,MSNA,Unknown,,v7eck,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/21/2020
LRC2695,Lebanese Red Cross,MSNA,Unknown,,QaLJn,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/12/2020
LRC2696,Lebanese Red Cross,MSNA,Unknown,,sqjcg,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/12/2020
LRC2697,Lebanese Red Cross,MSNA,Unknown,,/vG8G,Rmeil foncière,35,33.89397436,35.53118425,NRC,8/12/2020
LRC2698,Lebanese Red Cross,MSNA,Unknown,,0iWUx,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/12/2020
LRC2699,Lebanese Red Cross,MSNA,Unknown,,dWzpt,Rmeil foncière,35,33.89397436,35.53118425,,8/11/2020
LRC2700,Lebanese Red Cross,MSNA,Unknown,,5ReSm,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/10/2020
LRC2701,Lebanese Red Cross,MSNA,Unknown,,G5Bvx,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/9/2020
LRC2702,Lebanese Red Cross,MSNA,Unknown,,SoAPu,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/9/2020
LRC2703,Lebanese Red Cross,MSNA,Unknown,,Km0ng,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/9/2020
LRC2704,Lebanese Red Cross,MSNA,Unknown,,XI3BM,Rmeil foncière,35,33.89397436,35.53118425,,8/8/2020
LRC2705,Lebanese Red Cross,MSNA,Unknown,,z7aza,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/8/2020
LRC2706,Lebanese Red Cross,MSNA,Unknown,,P3fqi,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/8/2020
LRC2707,Lebanese Red Cross,MSNA,Unknown,,/SMbP,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/8/2020
LRC2708,Lebanese Red Cross,MSNA,Unknown,,7MfaN,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/8/2020
LRC2709,Lebanese Red Cross,MSNA,Unknown,,pntU1,Rmeil foncière,35,33.89397436,35.53118425,,8/8/2020
LRC2710,Lebanese Red Cross,MSNA,Unknown,,8YOVp,Rmeil foncière,35,33.89397436,35.53118425,,8/8/2020
LRC2711,Lebanese Red Cross,MSNA,Unknown,,frgtl,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/8/2020
LRC2712,Lebanese Red Cross,MSNA,Unknown,,dvHNv,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/8/2020
LRC2713,Lebanese Red Cross,MSNA,Unknown,,AVMMH,Rmeil foncière,35,33.89397436,35.53118425,,8/7/2020
LRC2714,Lebanese Red Cross,MSNA,Unknown,,2l/Ar,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/7/2020
LRC2715,Lebanese Red Cross,MSNA,Unknown,,VytbW,Rmeil foncière,35,33.89397436,35.53118425,,8/7/2020
LRC2716,Lebanese Red Cross,MSNA,Unknown,,xPSEe,Rmeil foncière,35,33.89397436,35.53118425,,8/7/2020
LRC2717,Lebanese Red Cross,MSNA,Unknown,,bQpE9,Rmeil foncière,35,33.89397436,35.53118425,,8/7/2020
LRC2718,Lebanese Red Cross,MSNA,Unknown,,JseFZ,Rmeil foncière,35,33.89397436,35.53118425,,8/7/2020
LRC2719,Lebanese Red Cross,MSNA,Unknown,,wtR8T,Rmeil foncière,35,33.89397436,35.53118425,LRC,8/7/2020
LRC2720,Lebanese Red Cross,MSNA,Unknown,,D+R4c,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/24/2020
LRC2721,Lebanese Red Cross,MSNA,Unknown,,vZtGi,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/24/2020
LRC2722,Lebanese Red Cross,MSNA,Unknown,,W4eM3,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/24/2020
LRC2723,Lebanese Red Cross,MSNA,Unknown,,x6QyK,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/24/2020
LRC2724,Lebanese Red Cross,MSNA,Unknown,,2pPgG,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/24/2020
LRC2725,Lebanese Red Cross,MSNA,Unknown,,VUVoj,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/23/2020
LRC2726,Lebanese Red Cross,MSNA,Unknown,,D3i7e,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/23/2020
LRC2727,Lebanese Red Cross,MSNA,Unknown,,d1pyx,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/23/2020
LRC2728,Lebanese Red Cross,MSNA,Unknown,,q450A,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/23/2020
LRC2729,Lebanese Red Cross,MSNA,Unknown,,RVmOC,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2730,Lebanese Red Cross,MSNA,Unknown,,7Xfx+,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2731,Lebanese Red Cross,MSNA,Unknown,,cZJqm,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2732,Lebanese Red Cross,MSNA,Unknown,,C/G0H,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2733,Lebanese Red Cross,MSNA,Unknown,,63C7d,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2734,Lebanese Red Cross,MSNA,Unknown,,2w8Ql,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2735,Lebanese Red Cross,MSNA,Unknown,,1jw25,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2736,Lebanese Red Cross,MSNA,Unknown,,wDGMG,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2737,Lebanese Red Cross,MSNA,Unknown,,NFi8K,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2738,Lebanese Red Cross,MSNA,Unknown,,lD7jb,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2739,Lebanese Red Cross,MSNA,Unknown,,I2K4S,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2740,Lebanese Red Cross,MSNA,Unknown,,RgVrt,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2741,Lebanese Red Cross,MSNA,Unknown,,40ke9,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2742,Lebanese Red Cross,MSNA,Unknown,,lPvmq,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2743,Lebanese Red Cross,MSNA,Unknown,,bAJvp,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2744,Lebanese Red Cross,MSNA,Unknown,,RpIcI,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2745,Lebanese Red Cross,MSNA,Unknown,,zRFpb,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/22/2020
LRC2746,Lebanese Red Cross,MSNA,Unknown,,1vyXy,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2747,Lebanese Red Cross,MSNA,Unknown,,IlK7S,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2748,Lebanese Red Cross,MSNA,Unknown,,tbPna,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2749,Lebanese Red Cross,MSNA,Unknown,,uLd4I,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2750,Lebanese Red Cross,MSNA,Unknown,,vxo1a,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2751,Lebanese Red Cross,MSNA,Unknown,,xC1/s,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2752,Lebanese Red Cross,MSNA,Unknown,,mbWrF,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2753,Lebanese Red Cross,MSNA,Unknown,,FW5ZF,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2754,Lebanese Red Cross,MSNA,Unknown,,Gimdn,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2755,Lebanese Red Cross,MSNA,Unknown,,PZlSi,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2756,Lebanese Red Cross,MSNA,Unknown,,VhGnz,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2757,Lebanese Red Cross,MSNA,Unknown,,5+k6p,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2758,Lebanese Red Cross,MSNA,Unknown,,4H5df,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2759,Lebanese Red Cross,MSNA,Unknown,,/7k9V,Rmeil foncière,36,33.89491423,35.52946396,,8/21/2020
LRC2760,Lebanese Red Cross,MSNA,Unknown,,2bH+5,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2761,Lebanese Red Cross,MSNA,Unknown,,ax3Pd,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2762,Lebanese Red Cross,MSNA,Unknown,,cpmr5,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2763,Lebanese Red Cross,MSNA,Unknown,,k3H/u,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2764,Lebanese Red Cross,MSNA,Unknown,,lYFB/,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2765,Lebanese Red Cross,MSNA,Unknown,,pEsJ4,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2766,Lebanese Red Cross,MSNA,Unknown,,Tqw/f,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2767,Lebanese Red Cross,MSNA,Unknown,,y97bx,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2768,Lebanese Red Cross,MSNA,Unknown,,zWQeq,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2769,Lebanese Red Cross,MSNA,Unknown,,6Xtcx,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2770,Lebanese Red Cross,MSNA,Unknown,,8TBux,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2771,Lebanese Red Cross,MSNA,Unknown,,9ugId,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2772,Lebanese Red Cross,MSNA,Unknown,,9XR9m,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2773,Lebanese Red Cross,MSNA,Unknown,,AMIQO,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2774,Lebanese Red Cross,MSNA,Unknown,,BKWdZ,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2775,Lebanese Red Cross,MSNA,Unknown,,CN5yl,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2776,Lebanese Red Cross,MSNA,Unknown,,CvXYl,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2777,Lebanese Red Cross,MSNA,Unknown,,d4c20,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2778,Lebanese Red Cross,MSNA,Unknown,,DOf4D,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2779,Lebanese Red Cross,MSNA,Unknown,,DQyGf,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2780,Lebanese Red Cross,MSNA,Unknown,,Gipj0,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2781,Lebanese Red Cross,MSNA,Unknown,,h3wq3,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2782,Lebanese Red Cross,MSNA,Unknown,,hWuYd,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2783,Lebanese Red Cross,MSNA,Unknown,,i5NCD,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
LRC2784,Lebanese Red Cross,MSNA,Unknown,,KocMf,Rmeil foncière,36,33.89491423,35.52946396,LRC,8/21/2020
