OML UID,Entity / Source,Survey Type,Status,Assignee,Survey Date,Zone,Neighborhood حي,Building Exterior Assessment التقييم الخارجي للمبنى,Lat,Long,Supplier UID
VC133,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,48,Mar Mitr مار متر,Needs Repair يحتاج إصلاح,33.89,35.51,116223122
VC134,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,48,Mar Mitr مار متر,Good جيد,33.891,35.512,116223605
VC135,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,62,Sioufi السيوفي,Good جيد,33.883809,35.524227,116223887
VC136,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,49,Mar Mitr مار متر,Needs Repair يحتاج إصلاح,33.890671,35.516144,116224103
VC137,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,45,Mar Mitr مار متر,Needs Repair يحتاج إصلاح,33.8883353,35.5248278,116224659
VC138,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,48,Mar Mitr مار متر,Needs Repair يحتاج إصلاح,33.891,35.518,116225187
VC139,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.8916,35.521165,116225335
VC140,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891875,35.521116,116225352
VC141,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891963,35.520378,116225360
VC142,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,62,Sioufi السيوفي,Good جيد,33.883674,35.524137,116225463
VC143,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,62,Sioufi السيوفي,Needs Repair يحتاج إصلاح,33.884153,35.527361,116225638
VC144,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,13,Gemmayze الجميزة,Needs Replacement يحتاج إلى استبدال,1,1,116225762
VC145,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,45,Mar Mitr مار متر,Needs Repair يحتاج إصلاح,33.8886158,35.5245364,116226047
VC146,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,63,Other آخر,Good جيد,33.885056,35.514418,116226112
VC147,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,62,Sioufi السيوفي,Good جيد,33.883678,35.524075,116226428
VC148,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,48,Mar Mitr مار متر,Needs Repair يحتاج إصلاح,33.89,35.51,116226486
VC149,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891957,35.520993,116226862
VC150,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,48,Mar Mitr مار متر,Good جيد,33.89,35.51,116227843
VC151,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,49,Mar Mitr مار متر,Good جيد,33.891825,35.516706,116227902
VC152,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,45,Mar Mitr مار متر,Needs Repair يحتاج إصلاح,33.8886158,35.5245364,116227995
VC153,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,62,Sioufi السيوفي,Good جيد,33.883677,35.524134,116228070
VC154,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891511,35.525443,116228089
VC155,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891262,35.524044,116228569
VC156,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,63,Other آخر,Good جيد,33.884684,35.514157,116228620
VC157,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,49,Mar Mitr مار متر,Good جيد,33.891537,35.516566,116229154
VC158,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,48,Mar Mitr مار متر,Good جيد,33.89,35.51,116229574
VC159,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,42,Geitaoui الجعيتاوي,Needs Repair يحتاج إصلاح,33.8925263,35.5293677,116229724
VC160,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891587,35.525302,116230243
VC161,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,45,Mar Mitr مار متر,Needs Repair يحتاج إصلاح,33.8889213,35.5247131,116230691
VC162,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891953,35.521566,116230790
VC163,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,49,Mar Mitr مار متر,Good جيد,33.891665,35.516966,116230958
VC164,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,62,Sioufi السيوفي,Good جيد,33.886426,35.531945,116231173
VC165,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891454,35.525379,116231416
VC166,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,42,Geitaoui الجعيتاوي,Needs Repair يحتاج إصلاح,38.8925263,35.5293677,116231945
VC167,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,62,Sioufi السيوفي,Good جيد,33.883704,35.523705,116232173
VC168,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,49,Mar Mitr مار متر,Good جيد,33.891679,35.517187,116232400
VC169,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891287,35.525582,116232665
VC170,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,45,Mar Mitr مار متر,Needs Repair يحتاج إصلاح,33.8890263,35.5249843,116233141
VC171,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.892016,35.52157,116233539
VC172,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891973,35.521655,116234486
VC173,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,63,Other آخر,Needs Repair يحتاج إصلاح,33.884704,35.513175,116234831
VC174,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,49,Mar Mitr مار متر,Good جيد,33.890525,35.515846,116235774
VC175,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,49,Other آخر,Good جيد,35.5158491,33.8901298,116235844
VC176,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,63,Other آخر,Needs Repair يحتاج إصلاح,33.884704,35.513175,116235999
VC177,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,45,Mar Mitr مار متر,Needs Repair يحتاج إصلاح,33.8890263,35.5249843,116236224
VC178,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891926,35.521719,116236447
VC179,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,49,Mar Mitr مار متر,Good جيد,33.890942,35.515719,116236819
VC180,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,62,Sioufi السيوفي,Good جيد,33.883332,35.523757,116237300
VC181,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,62,Sioufi السيوفي,Good جيد,33.883722,35.523571,116237618
VC182,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,63,Other آخر,Good جيد,33.88,35.512,116238025
VC183,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,49,Mar Mitr مار متر,Good جيد,33.89061,35.516009,116238048
VC184,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891938,35.521624,116238456
VC185,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,63,Other آخر,Needs Repair يحتاج إصلاح,33.88,35.512,116238908
VC186,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,42,Geitaoui الجعيتاوي,Good جيد,33.8929023,35.5292377,116239283
VC187,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,62,Sioufi السيوفي,Good جيد,33.883249,35.523656,116240502
VC188,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,44,Rmeil الرميل,Good جيد,33.891908,35.521631,116241331
VC189,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,49,Mar Mitr مار متر,Good جيد,33.890614,35.515843,116241867
VC190,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,62,Sioufi السيوفي,Good جيد,33.883922,35.523904,116241913
VC191,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,63,Other آخر,Good جيد,33.89,35.512,116242920
VC192,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,63,Other آخر,Needs Repair يحتاج إصلاح,33.88446,35.517,116245162
VC193,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,63,Other آخر,Needs Repair يحتاج إصلاح,33.88,35.514,116245794
VC194,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,63,Other آخر,Needs Repair يحتاج إصلاح,33.88,35.514,116246840
VC195,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,59,Other آخر,Good جيد,33.885829,35.521602,116247094
VC196,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,62,Sioufi السيوفي,Needs Repair يحتاج إصلاح,33.886718,35.530465,116247879
VC197,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,63,Other آخر,Good جيد,33.885056,35.514418,116249455
VC198,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,62,Sioufi السيوفي,Good جيد,33.886982,35.53033,116249556
VC199,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,62,Sioufi السيوفي,Good جيد,33.883241,35.52516,116249755
VC200,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,63,Other آخر,Good جيد,33.884592,35.51342,116251017
VC201,The Volunteer Circle,"Food Security, Household, Basic Assistance, Healthcare, Shelter & WASH, Psychological & Social Support",Unknown,,2020-08-14,62,Sioufi السيوفي,Good جيد,33.883377,35.525304,116253020
